Vulnerability ID,Summary Text,Base Score,Exploitability Score,Impact Score,CWE ID,Bugzilla Links
CVE-2015-7192,"The accessibility-tools feature in Mozilla Firefox before 42.0 on OS X improperly interacts with the implementation of the TABLE element, which allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code by using an NSAccessibilityIndexAttribute value to reference a row index.",7.5,10.0,6.4,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1210023
CVE-2015-7193,"Mozilla Firefox before 42.0 and Firefox ESR 38.x before 38.4 improperly follow the CORS cross-origin request algorithm for the POST method in situations involving an unspecified Content-Type header manipulation, which allows remote attackers to bypass the Same Origin Policy by leveraging the lack of a preflight-request step.",7.5,10.0,6.4,CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1210302
CVE-2015-7194,Buffer underflow in libjar in Mozilla Firefox before 42.0 and Firefox ESR 38.x before 38.4 allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted ZIP archive.,7.5,10.0,6.4,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1211262
CVE-2015-7195,"The URL parsing implementation in Mozilla Firefox before 42.0 improperly recognizes escaped characters in hostnames within Location headers, which allows remote attackers to obtain sensitive information via vectors involving a redirect.",5.0,10.0,2.9,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1211871
CVE-2016-5255,Use-after-free vulnerability in the js::PreliminaryObjectArray::sweep function in Mozilla Firefox before 48.0 allows remote attackers to execute arbitrary code via crafted JavaScript that is mishandled during incremental garbage collection.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1212356
CVE-2016-2809,The Mozilla Maintenance Service updater in Mozilla Firefox before 46.0 on Windows allows user-assisted remote attackers to delete arbitrary files by leveraging certain local file execution.,"5.8
5.5","8.6
1.8","4.9
3.6",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1212939
CVE-2016-1945,The nsZipArchive function in Mozilla Firefox before 44.0 might allow remote attackers to cause a denial of service or possibly have unspecified other impact by leveraging incorrect use of a pointer during processing of a ZIP archive.,"9.3
8.8","8.6
2.8","10.0
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1214782
CVE-2015-7204,"Mozilla Firefox before 43.0 does not properly store the properties of unboxed objects, which allows remote attackers to execute arbitrary code via crafted JavaScript variable assignments.",6.8,8.6,6.4,CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1216130
CVE-2015-7222,Integer underflow in the Metadata::setData function in MetaData.cpp in libstagefright in Mozilla Firefox before 43.0 and Firefox ESR 38.x before 38.5 allows remote attackers to execute arbitrary code or cause a denial of service (incorrect memory allocation and application crash) via an MP4 video file with crafted covr metadata that triggers a buffer overflow.,6.8,8.6,6.4,CWE-189,https://bugzilla.mozilla.org/show_bug.cgi?id=1216748
CVE-2016-1970,Integer underflow in the srtp_unprotect function in the WebRTC implementation in Mozilla Firefox before 45.0 on Windows might allow remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1216837
CVE-2016-1972,Race condition in libvpx in Mozilla Firefox before 45.0 on Windows might allow remote attackers to cause a denial of service (use-after-free) or possibly have unspecified other impact via unknown vectors.,"6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1218124
CVE-2015-7210,Use-after-free vulnerability in Mozilla Firefox before 43.0 and Firefox ESR 38.x before 38.5 allows remote attackers to execute arbitrary code by triggering attempted use of a data channel that has been closed by a WebRTC function.,7.5,10.0,6.4,N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1218326
CVE-2016-1973,Race condition in the GetStaticInstance function in the WebRTC implementation in Mozilla Firefox before 45.0 might allow remote attackers to execute arbitrary code or cause a denial of service (use-after-free) via unspecified vectors.,"6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1219339
CVE-2016-1935,Buffer overflow in the BufferSubData function in Mozilla Firefox before 44.0 and Firefox ESR 38.x before 38.6 allows remote attackers to execute arbitrary code via crafted WebGL content.,"9.3
8.8","8.6
2.8","10.0
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1220450
CVE-2015-7205,"Integer underflow in the RTPReceiverVideo::ParseRtpPacket function in Mozilla Firefox before 43.0 and Firefox ESR 38.x before 38.5 might allow remote attackers to obtain sensitive information, cause a denial of service, or possibly have unspecified other impact by triggering a crafted WebRTC RTP packet.",10.0,10.0,10.0,CWE-189,https://bugzilla.mozilla.org/show_bug.cgi?id=1220493
CVE-2015-7211,"Mozilla Firefox before 43.0 mishandles the # (number sign) character in a data: URI, which allows remote attackers to spoof web sites via unspecified vectors.",5.0,10.0,2.9,CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1221444
CVE-2017-5394,A location bar spoofing attack where the location bar of loaded page will be shown over the content of another tab due to a series of JavaScript events combined with fullscreen mode. Note: This issue only affects Firefox for Android. Other operating systems are not affected. This vulnerability affects Firefox < 51.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-352 Cross-Site Request Forgery (CSRF),https://bugzilla.mozilla.org/show_bug.cgi?id=1222798
CVE-2016-2816,Mozilla Firefox before 46.0 allows remote attackers to bypass the Content Security Policy (CSP) protection mechanism via the multipart/x-mixed-replace content type.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-284 Improper Access Control,https://bugzilla.mozilla.org/show_bug.cgi?id=1223743
CVE-2017-5113,"Math overflow in Skia in Google Chrome prior to 61.0.3163.79 for Mac, Windows, and Linux, and 61.0.3163.81 for Android, allowed a remote attacker to potentially exploit heap corruption via a crafted HTML page.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-787 Out-of-bounds Write,
CVE-2016-5266,"Mozilla Firefox before 48.0 does not properly restrict drag-and-drop (aka dataTransfer) actions for file: URIs, which allows user-assisted remote attackers to access local files via a crafted web site.","5.8
8.1","8.6
2.8","4.9
5.2",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1226977
CVE-2016-1957,Memory leak in libstagefright in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to cause a denial of service (memory consumption) via an MPEG-4 file that triggers a delete operation on an array.,"4.3
4.3","8.6
2.8","2.9
1.4",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1227052
CVE-2016-2817,"The WebExtension sandbox feature in browser/components/extensions/ext-tabs.js in Mozilla Firefox before 46.0 does not properly restrict principal inheritance during chrome.tabs.create and chrome.tabs.update API calls, which allows remote attackers to conduct Universal XSS (UXSS) attacks via a crafted extension that accesses a (1) javascript: or (2) data: URL.","4.3
5.4","8.6
2.8","2.9
2.5",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1227462
CVE-2016-5298,A mechanism where disruption of the loading of a new web page can cause the previous page's favicon and SSL indicator to not be reset when the new page is loaded. Note: this issue only affects Firefox for Android. Desktop Firefox is unaffected. This vulnerability affects Firefox < 50.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1227538
CVE-2016-1974,"The nsScannerString::AppendUnicodeTo function in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 does not verify that memory allocation succeeds, which allows remote attackers to execute arbitrary code or cause a denial of service (out-of-bounds read) via crafted Unicode data in an HTML, XML, or SVG document.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1228103
CVE-2016-1943,Mozilla Firefox before 44.0 on Android allows remote attackers to spoof the address bar via the scrollTo method.,"4.3
4.7","8.6
2.8","2.9
1.4",CWE-17,https://bugzilla.mozilla.org/show_bug.cgi?id=1228590
CVE-2016-1958,browser/base/content/browser.js in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to spoof the address bar via a javascript: URL.,"4.3
4.3","8.6
2.8","2.9
1.4",CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1228754
CVE-2015-7214,Mozilla Firefox before 43.0 and Firefox ESR 38.x before 38.5 allow remote attackers to bypass the Same Origin Policy via data: and view-source: URIs.,5.0,10.0,2.9,CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1228950
CVE-2017-5458,"When a ""javascript:"" URL is drag and dropped by a user into the addressbar, the URL will be processed and executed. This allows for users to be socially engineered to execute an XSS attack on themselves. This vulnerability affects Firefox < 53.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1229426
CVE-2016-2810,"Mozilla Firefox before 46.0 on Android before 5.0 allows attackers to bypass intended Signature access requirements via a crafted application that leverages content-provider permissions, as demonstrated by reading the browser history or a saved password.","4.3
5.0","8.6
1.3","2.9
3.6",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1229681
CVE-2016-1975,Multiple race conditions in dom/media/systemservices/CamerasChild.cpp in the WebRTC implementation in Mozilla Firefox before 45.0 on Windows might allow remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,"6.8
6.3","8.6
2.8","6.4
3.4",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1230768
CVE-2016-1946,"The MoofParser::Metadata function in binding/MoofParser.cpp in libstagefright in Mozilla Firefox before 44.0 does not limit the size of read operations, which might allow remote attackers to cause a denial of service (integer overflow and buffer overflow) or possibly have unspecified other impact via crafted metadata.","10.0
9.8","10.0
3.9","10.0
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1232069
CVE-2016-1939,"Mozilla Firefox before 44.0 stores cookies with names containing vertical tab characters, which allows remote attackers to obtain sensitive information by reading HTTP Cookie headers.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-7208.","5.0
5.3","10.0
3.9","2.9
1.4",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1233784
CVE-2017-7796,"On Windows systems, the logger run by the Windows updater deletes the file ""update.log"" before it runs in order to write a new log of that name. The path to this file is supplied at the command line to the updater and could be used in concert with another local exploit to delete a different file named ""update.log"" instead of the one intended. Note: This attack only affects Windows operating systems. Other operating systems are not affected. This vulnerability affects Firefox < 55.","3.3
4.7","3.4
1.0","4.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1234401
CVE-2016-1948,"Mozilla Firefox before 44.0 on Android does not ensure that HTTPS is used for a lightweight-theme installation, which allows man-in-the-middle attackers to replace a theme's images and colors by modifying the client-server data stream.","4.3
5.3","8.6
3.9","2.9
1.4",CWE-310,https://bugzilla.mozilla.org/show_bug.cgi?id=1235876
CVE-2016-0718,"Expat allows context-dependent attackers to cause a denial of service (crash) or possibly execute arbitrary code via a malformed input document, which triggers a buffer overflow.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,"https://bugzilla.redhat.com/show_bug.cgi?id=1296102
https://bugzilla.mozilla.org/show_bug.cgi?id=1236923"
CVE-2016-1947,"Mozilla Firefox 43.x mishandles attempts to connect to the Application Reputation service, which makes it easier for remote attackers to trigger an unintended download by leveraging the absence of reputation data.","4.3
4.7","8.6
2.8","2.9
1.4",CWE-19,https://bugzilla.mozilla.org/show_bug.cgi?id=1237103
CVE-2016-2826,"The maintenance service in Mozilla Firefox before 47.0 and Firefox ESR 45.x before 45.2 on Windows does not prevent MAR extracted-file modification during updater execution, which might allow local users to gain privileges via a Trojan horse file.","7.2
7.8","3.9
1.8","10.0
5.9",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1237219
CVE-2016-1963,The FileReader class in Mozilla Firefox before 45.0 allows local users to gain privileges or cause a denial of service (memory corruption) by changing a file during a FileReader API read operation.,"4.4
7.4","3.4
1.4","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1238440
CVE-2016-1962,Use-after-free vulnerability in the mozilla::DataChannelConnection::Close function in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code by leveraging mishandling of WebRTC data-channel connections.,"10.0
9.8","10.0
3.9","10.0
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1240760
CVE-2016-1954,"The nsCSPContext::SendReports function in dom/security/nsCSPContext.cpp in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 does not prevent use of a non-HTTP report-uri for a Content Security Policy (CSP) violation report, which allows remote attackers to cause a denial of service (data overwrite) or possibly gain privileges by specifying a URL of a local file.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1243178
CVE-2016-1964,Use-after-free vulnerability in the AtomicBaseIncDec function in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) by leveraging mishandling of XML transformations.,"6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1243335
CVE-2016-1965,"Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 mishandle a navigation sequence that returns to the original page, which allows remote attackers to spoof the address bar via vectors involving the history.back method and the location.protocol property.","4.3
4.3","8.6
2.8","2.9
1.4",CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1245264
CVE-2016-1949,"Mozilla Firefox before 44.0.2 does not properly restrict the interaction between Service Workers and plugins, which allows remote attackers to bypass the Same Origin Policy via a crafted web site that triggers spoofed responses to requests that use NPAPI, as demonstrated by a request for a crossdomain.xml file.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1245724
CVE-2016-5299,A previously installed malicious Android application with same signature-level permissions as Firefox can intercept AuthTokens meant for Firefox only. Note: This issue only affects Firefox for Android. Other versions and operating systems are unaffected. This vulnerability affects Firefox < 50.,"5.0
7.5","10.0
3.9","2.9
3.6",CWE-275,https://bugzilla.mozilla.org/show_bug.cgi?id=1245791
CVE-2016-9061,A previously installed malicious Android application which defines a specific signature-level permissions used by Firefox can access API keys meant for Firefox only. Note: This issue only affects Firefox for Android. Other versions and operating systems are unaffected. This vulnerability affects Firefox < 50.,"5.0
7.5","10.0
3.9","2.9
3.6",CWE-275,https://bugzilla.mozilla.org/show_bug.cgi?id=1245795
CVE-2016-1960,"Integer underflow in the nsHtml5TreeBuilder class in the HTML5 string parser in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code or cause a denial of service (use-after-free) by leveraging mishandling of end tags, as demonstrated by incorrect SVG processing, aka ZDI-CAN-3545.","6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1246014
CVE-2016-1966,The nsNPObjWrapper::GetNewOrUsed function in dom/plugins/base/nsJSNPRuntime.cpp in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code or cause a denial of service (invalid pointer dereference and memory corruption) via a crafted NPAPI plugin.,"6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1246054
CVE-2016-2808,"The watch implementation in the JavaScript engine in Mozilla Firefox before 46.0, Firefox ESR 38.x before 38.8, and Firefox ESR 45.x before 45.1 allows remote attackers to execute arbitrary code or cause a denial of service (generation-count overflow, out-of-bounds HashMap write access, and application crash) via a crafted web site.","5.1
7.5","4.9
1.6","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1246061
CVE-2016-5253,The Updater in Mozilla Firefox before 48.0 on Windows allows local users to write to arbitrary files via vectors involving the callback application-path parameter and a hard link.,"4.7
4.7","3.4
1.0","6.9
3.6",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1246944
CVE-2016-1967,"Mozilla Firefox before 45.0 does not properly restrict the availability of IFRAME Resource Timing API times, which allows remote attackers to bypass the Same Origin Policy and obtain sensitive information via crafted JavaScript code that leverages history.back and performance.getEntries calls after restoring a browser session. NOTE: this vulnerability exists because of an incomplete fix for CVE-2015-7207.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1246956
CVE-2016-5294,"The Mozilla Updater can be made to choose an arbitrary target working directory for output files resulting from the update process. This vulnerability requires local system access. Note: this issue only affects Windows operating systems. This vulnerability affects Thunderbird < 45.5, Firefox ESR < 45.5, and Firefox < 50.","2.1
5.5","3.9
1.8","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1246972
CVE-2016-5295,This vulnerability allows an attacker to use the Mozilla Maintenance Service to escalate privilege by having the Maintenance Service invoke the Mozilla Updater to run malicious local files. This vulnerability requires local system access and is a variant of MFSA2013-44. Note: this issue only affects Windows operating systems. This vulnerability affects Firefox < 50.,"4.6
7.8","3.9
1.8","6.4
5.9",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1247239
CVE-2016-2829,"Mozilla Firefox before 47.0 allows remote attackers to spoof permission notifications via a crafted web site that rapidly triggers permission requests, as demonstrated by the microphone permission or the geolocation permission.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-284 Improper Access Control,https://bugzilla.mozilla.org/show_bug.cgi?id=1248329
CVE-2016-2824,"The TSymbolTableLevel class in ANGLE, as used in Mozilla Firefox before 47.0 and Firefox ESR 45.x before 45.2 on Windows, allows remote attackers to cause a denial of service (out-of-bounds write and application crash) or possibly have unspecified other impact by triggering use of a WebGL shader that writes to an array.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1248580
CVE-2016-1977,"The Machine::Code::decoder::analysis::set_ref function in Graphite 2 before 1.3.6, as used in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7, allows remote attackers to execute arbitrary code or cause a denial of service (stack memory corruption) via a crafted Graphite smart font.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1248876
CVE-2016-1961,"Use-after-free vulnerability in the nsHTMLDocument::SetBody function in dom/html/nsHTMLDocument.cpp in Mozilla Firefox before 45.0 and Firefox ESR 38.x before 38.7 allows remote attackers to execute arbitrary code by leveraging mishandling of a root element, aka ZDI-CAN-3574.","6.8
8.8","8.6
2.8","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1249377
CVE-2016-5279,Mozilla Firefox before 49.0 allows user-assisted remote attackers to obtain sensitive full-pathname information during a local-file drag-and-drop operation via crafted JavaScript code.,"4.3
4.3","8.6
2.8","2.9
1.4",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1249522
CVE-2016-5268,"Mozilla Firefox before 48.0 does not properly set the LINKABLE and URI_SAFE_FOR_UNTRUSTED_CONTENT flags of about: URLs that are used for error pages, which makes it easier for remote attackers to conduct spoofing attacks via a crafted URL, as demonstrated by misleading text after an about:neterror?d= substring.","4.3
4.3","8.6
2.8","2.9
1.4",CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1253673
CVE-2016-5250,"Mozilla Firefox before 48.0, Firefox ESR < 45.4 and Thunderbird < 45.4 allow remote attackers to obtain sensitive information about the previously retrieved page via Resource Timing API calls.","5.0
4.3","10.0
2.8","2.9
1.4",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1254688
CVE-2016-2814,"Heap-based buffer overflow in the stagefright::SampleTable::parseSampleCencInfo function in libstagefright in Mozilla Firefox before 46.0, Firefox ESR 38.x before 38.8, and Firefox ESR 45.x before 45.1 allows remote attackers to execute arbitrary code via crafted CENC offsets that lead to mismanagement of the sizes table.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1254721
CVE-2017-5384,"Proxy Auto-Config (PAC) files can specify a JavaScript function called for all URL requests with the full URL path which exposes more information than would be sent to the proxy itself in the case of HTTPS. Normally the Proxy Auto-Config file is specified by the user or machine owner and presumed to be non-malicious, but if a user has enabled Web Proxy Auto Detect (WPAD) this file can be served remotely. This vulnerability affects Firefox < 51.","4.3
5.9","8.6
2.2","2.9
3.6",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1255474
CVE-2016-5251,Mozilla Firefox before 48.0 allows remote attackers to spoof the location bar via crafted characters in the media type of a data: URL.,"4.3
4.3","8.6
2.8","2.9
1.4",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1255570
CVE-2019-11721,"The unicode latin 'kra' character can be used to spoof a standard 'k' character in the addressbar. This allows for domain spoofing attacks as do not display as punycode text, allowing for user confusion. This vulnerability affects Firefox < 68.","4.3
6.5","8.6
2.8","2.9
3.6",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1256009
CVE-2017-5426,"On Linux, if the secure computing mode BPF (seccomp-bpf) filter is running when the Gecko Media Plugin sandbox is started, the sandbox fails to be applied and items that would run within the sandbox are run protected only by the running filter which is typically weak compared to the sandbox. Note: this issue only affects Linux. Other operating systems are not affected. This vulnerability affects Firefox < 52 and Thunderbird < 52.","5.0
5.3","10.0
3.9","2.9
1.4",CWE-732 Incorrect Permission Assignment for Critical Resource,https://bugzilla.mozilla.org/show_bug.cgi?id=1257361
CVE-2016-2812,Race condition in the get implementation in the ServiceWorkerManager class in the Service Worker subsystem in Mozilla Firefox before 46.0 allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) via a crafted web site.,"5.1
7.5","4.9
1.6","6.4
5.9",CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),https://bugzilla.mozilla.org/show_bug.cgi?id=1261776
CVE-2016-2831,"Mozilla Firefox before 47.0 and Firefox ESR 45.x before 45.2 do not ensure that the user approves the fullscreen and pointerlock settings, which allows remote attackers to cause a denial of service (UI outage), or conduct clickjacking or spoofing attacks, via a crafted web site.","5.8
8.8","8.6
2.8","4.9
5.3",CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1261933
CVE-2016-5254,Use-after-free vulnerability in the nsXULPopupManager::KeyDown function in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allows attackers to execute arbitrary code or cause a denial of service (heap memory corruption and application crash) by leveraging keyboard access to use the Alt key during selection of top-level menu items.,"7.5
9.8","10.0
3.9","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1266963
CVE-2016-5252,Stack-based buffer underflow in the mozilla::gfx::BasePoint4d function in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allows remote attackers to execute arbitrary code via crafted two-dimensional graphics data that is mishandled during clipping-region calculations.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1268854
CVE-2016-2819,"Heap-based buffer overflow in Mozilla Firefox before 47.0 and Firefox ESR 45.x before 45.2 allows remote attackers to execute arbitrary code via foreign-context HTML5 fragments, as demonstrated by fragments within an SVG element.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1270381
CVE-2016-2821,"Use-after-free vulnerability in the mozilla::dom::Element class in Mozilla Firefox before 47.0 and Firefox ESR 45.x before 45.2, when contenteditable mode is enabled, allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) by triggering deletion of DOM elements that were created in the editor.","6.8
7.5","8.6
1.6","6.4
5.9",N/A,https://bugzilla.mozilla.org/show_bug.cgi?id=1271460
CVE-2016-2822,Mozilla Firefox before 47.0 and Firefox ESR 45.x before 45.2 allow remote attackers to spoof the address bar via a SELECT element with a persistent menu.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-284 Improper Access Control,https://bugzilla.mozilla.org/show_bug.cgi?id=1273129
CVE-2017-7765,"The ""Mark of the Web"" was not correctly saved on Windows when files with very long names were downloaded from the Internet. Without the Mark of the Web data, the security warning that Windows displays before running executables downloaded from the Internet is not shown. Note: This attack only affects Windows operating systems. Other operating systems are unaffected. This vulnerability affects Firefox < 54, Firefox ESR < 52.2, and Thunderbird < 52.2.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1273265
CVE-2017-5451,"A mechanism to spoof the addressbar through the user interaction on the addressbar and the ""onblur"" event. The event could be used by script to affect text display to make the loaded site appear to be different from the one actually loaded within the addressbar. This vulnerability affects Thunderbird < 52.1, Firefox ESR < 52.1, and Firefox < 53.","4.3
4.3","8.6
2.8","2.9
1.4",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1273537
CVE-2016-2837,Heap-based buffer overflow in the ClearKey Content Decryption Module (CDM) in the Encrypted Media Extensions (EME) API in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 might allow remote attackers to execute arbitrary code by providing a malformed video and leveraging a Gecko Media Plugin (GMP) sandbox bypass.,"6.8
6.3","8.6
2.8","6.4
3.4",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1274637
CVE-2016-9063,An integer overflow during the parsing of XML using the Expat library. This vulnerability affects Firefox < 50.,"7.5
9.8","10.0
3.9","6.4
5.9",CWE-190 Integer Overflow or Wraparound,https://bugzilla.mozilla.org/show_bug.cgi?id=1274777
CVE-2016-2839,"Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 on Linux make cairo _cairo_surface_get_extents calls that do not properly interact with libav header allocation in FFmpeg 0.10, which allows remote attackers to cause a denial of service (application crash) via a crafted video.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1275339
CVE-2016-5263,"The nsDisplayList::HitTest function in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 mishandles rendering display transformation, which allows remote attackers to execute arbitrary code via a crafted web site that leverages ""type confusion.""","6.8
8.8","8.6
2.8","6.4
5.9",CWE-704 Incorrect Type Conversion or Cast,https://bugzilla.mozilla.org/show_bug.cgi?id=1276897
CVE-2016-9076,"An issue where a ""<select>"" dropdown menu can be used to cover location bar content, resulting in potential spoofing attacks. This attack requires e10s to be enabled in order to function. This vulnerability affects Firefox < 50.","4.3
5.9","8.6
2.2","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1276976
